person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
0.010748167,-0.30086103,-0.061821096,-0.6164387,0.25653547,-0.39108533,-0.24935465,-0.08520791,-0.79603285,0.031913448,-0.06190563
-0.04526274,0.87459385,1.4859364,-0.94522995,0.31407073,0.7084162,0.38571116,0.5106712,3.744816,0.044742264,-0.05049758
0.030196175,0.029288583,0.2537282,-0.32879034,-2.1098015,-0.77288985,-0.043736473,-0.8525548,-1.010569,-0.0001805441,0.009047444
0.07182362,0.39882618,0.13363403,-0.7128678,0.09335691,-0.28284094,-0.15032774,-0.18649283,-0.6999074,0.0832165,-0.09214811
0.1024446,0.22383921,0.2757074,-0.6240983,0.23763092,-0.63156635,-0.10549203,-1.8129271,-1.0031577,-0.0022732974,0.07428085
0.11771433,-0.24798813,0.08034727,-0.8440189,0.19064388,-0.41795108,0.044808745,-0.36677665,-0.81121135,0.034222797,-0.04250523
0.020775232,0.7856745,0.028490216,-0.60368514,1.0375359,1.6984991,-0.06412512,0.5160455,-0.16593018,0.13787755,-0.1798413
0.022606675,-0.37720856,-0.1513124,-0.36824846,-0.29615146,-0.22902338,-0.1298319,-0.38454464,-0.42686823,0.029734528,0.022122756
-0.0011478646,-0.3162191,-0.1951719,-0.84455884,-0.20914277,-0.29529056,0.014133444,-0.5094039,-0.33442152,0.0129955,0.0390389
-0.061340846,-0.9389376,-0.2563919,-0.7867257,-0.32999983,-0.17158987,0.023698755,0.3393929,-0.103148706,0.0964602,-0.12232774
0.0623406,0.61063355,-0.27495798,-0.6279731,-2.1888883,-0.77775496,-0.2426606,-0.7839592,-0.30741668,0.0048966426,-0.03696178
-0.022661194,0.07828578,-0.2518488,-0.75593793,-0.15434828,-0.23742686,-0.10893502,-0.39880827,-0.352456,0.023645507,-0.27604735
-0.12459146,0.3410567,0.57594043,-0.8421621,1.327588,-0.22212039,-0.37973592,-0.008357287,-0.71113205,0.054907657,-0.13562225
0.06889303,0.4267159,-0.17509943,-0.72401136,-0.1942435,-0.049881417,-0.1416666,0.16291682,-0.32457876,-0.1780314,0.1000638
0.063987486,-1.010099,-0.22395869,-0.076693706,0.559594,-0.9266114,-0.05470247,-0.006172192,-0.35099635,0.03662526,-0.20748591
-0.030510368,0.04638326,0.27715075,-0.551536,-2.1475523,-0.8672136,-0.20244336,-0.849999,-1.1135212,0.024773432,-0.10768876
0.20639995,2.2967637,0.15823862,-0.73075235,-0.26316577,-0.19629249,-0.24830332,-0.39163822,-2.3757627,0.0346148,-0.30434418
0.05211885,-1.2754488,-0.3747342,-0.82984596,-1.8781579,-0.72374374,-0.07334625,-0.43504846,-0.5765679,-0.0053036166,-0.049755566
-0.07328333,-1.3365922,-2.3737,-0.52131516,0.19412239,0.7487973,0.24728456,0.43902382,1.2787806,-0.27225167,-0.0581143
0.015972622,-0.27297044,-0.34516656,-0.9064371,0.2473267,-0.432319,-0.38875315,-0.53512853,-0.65530074,0.015958799,-4.450773e-05
-0.07431839,5.8116465,0.5211584,-0.6394975,1.0869496,-0.18412635,0.052507095,-0.031254362,0.48856512,0.013890772,0.060762733
-0.19715519,-0.1372966,-0.3583909,-0.8537064,0.6824735,-0.29763824,0.062290784,-0.28097105,-0.32146615,-0.016826505,0.022877611
0.025208447,-1.341822,-0.05299433,-1.1007035,0.1728512,-0.4547519,-0.19812533,-0.17584029,-0.7633997,0.070186436,0.020658018
0.07898938,5.3189535,0.07341108,-0.4843135,-0.25084642,-0.3473198,-0.503672,-0.13862185,0.3757892,0.0043229456,-0.06144606
0.049257938,0.17359221,0.22973222,-0.9673952,-0.3010399,0.049342286,-0.115772605,0.099430285,-0.58702993,0.08135807,0.039520744
-0.110296756,-1.5135117,0.072329424,-0.6996496,0.21572599,-0.44681007,-0.14846906,-0.111097805,-0.8387203,0.0017532158,0.012522514
-0.04119421,-0.5509486,0.0489413,-0.51195467,0.16953157,-0.6058534,0.01664937,0.048094295,-0.8724745,0.034848213,-0.16043523
-0.19743802,0.64704645,-0.34992564,-0.69489646,-0.06018935,-0.4115685,0.03959236,0.3611251,-0.63241136,0.09252386,0.058545437
0.1133971,-0.5035996,0.2746384,-0.73495954,0.01651225,-0.10622357,0.7854156,0.23898843,-0.6350796,-0.1473505,0.024706095
-0.094706655,-0.17361504,-0.28246093,-0.5717408,-0.12339254,-0.48707005,-0.13127506,-1.2482218,-0.37886956,0.009643057,-0.033659056
-0.028268995,-1.317645,-0.14699182,-0.7755077,0.49939817,-0.4291618,-0.047666956,-0.11176183,-0.3733108,0.019657524,-0.018280782
-0.14001231,-1.0245486,0.24498306,-0.8406378,0.53751534,-0.6019178,-0.18666527,-1.09381,-0.8078728,0.014123564,0.066811144
0.09088672,-1.0758107,-0.43909043,-0.8803305,0.06445649,0.103024885,0.003940285,0.11550523,-0.5513183,0.09417615,-0.007995376
0.016951667,-0.9634692,-0.21818306,-0.82897204,-1.2868794,0.31115383,-0.009086646,0.0073443507,-0.39513406,-0.019107318,-0.11665644
0.012116691,-0.6142678,-0.105972186,-0.944859,-0.224733,-0.23317711,-0.19948912,-0.15426312,-0.43435985,0.009723316,0.076136515
0.1627814,-0.46075138,-0.033398718,-0.82019484,0.31123263,-0.429817,-0.088567615,-0.12057891,-0.46277216,0.030853432,0.11303682
-0.11983315,-1.7850904,-0.45643687,-0.9566607,0.4492982,-0.53028,0.008729078,-1.0492898,-0.51917243,-0.007937048,-0.029455278
0.59910923,1.7884015,0.42436904,-0.8296976,2.1087165,-0.20802368,-0.26275522,-0.06481922,-0.51644623,0.010869929,0.085622914
0.07977027,0.15475935,0.30543062,-0.86473066,-2.1114829,-0.8239299,-0.053639036,-1.3426889,-1.0190309,0.015207166,0.07850885
0.019964531,-0.23550816,-0.35397044,-0.7666368,0.27271676,-0.32658496,-0.09948337,-0.07150212,-0.49905604,-0.17665704,-0.22500014
0.040865388,0.1688387,-0.14209178,-0.9582711,-1.4577999,1.9429165,-0.24670638,-0.26124272,-0.18936221,0.043525547,0.11463548
0.16655509,1.7292,0.2593603,-0.32827112,-0.06445095,-0.27385432,-0.11590542,-0.19099222,-0.65035045,-0.13682276,0.088235945
0.10496207,0.86609614,0.27699813,-0.79493386,-0.06761005,-0.59214544,-0.01284716,-0.8808509,-0.6345857,-0.0063083177,-0.013846438
-0.25992048,-0.5469762,-0.2291977,-0.8991348,0.29849568,-0.7224819,0.04796689,-0.56279653,-0.55928046,-0.06095568,-0.043541
0.05985875,-1.7844578,-0.25937343,-0.76873726,0.09504999,-0.2510235,-0.14311606,0.08174309,-0.31869262,0.03747928,-0.14130725
0.103801005,2.5425253,-0.83581716,-0.4328808,-0.10947989,-0.2068657,-0.5329261,0.42699522,-1.8828727,-0.33401245,0.014229524
-0.10832448,-1.5639578,-2.0988984,-0.6246955,-0.30001864,-0.2931798,0.08819717,-0.12089652,1.8727189,0.032100927,0.015801346
0.029664923,-0.26869702,1.717878,-0.62740564,0.34643945,-0.29666728,0.14506869,-0.07325295,5.175543,-0.024305822,-0.11274388
0.06310745,-1.1099092,-0.09835963,-0.9233773,0.34601125,-1.0538923,-0.12519188,0.52259016,-0.30666867,0.108299986,0.02660133
0.10245467,-0.8463252,-0.14345205,-0.53806335,1.7316391,1.9371068,0.1686694,0.88867867,-0.30920026,-0.06739666,-0.06118218
0.09931502,-1.4963211,-0.35496044,-0.6912164,-1.85467,-0.808705,0.18674634,-0.87938,-0.36849114,0.0033165198,-0.039095093
0.06784696,-0.88233477,0.11812999,-0.60310835,0.6143223,-0.24604832,-0.139881,-0.0050505223,-0.5558726,0.05724756,-0.19252552
0.1306738,1.4847008,-0.24933267,-0.70589423,-0.11608366,-0.5047077,-0.21792065,-1.3606173,-0.50658715,0.0027826093,-0.022213446
0.10463564,0.020292994,-0.12982927,-0.68005735,0.29183644,-0.44042307,-0.14083032,-0.378939,-0.34569728,0.0229831,0.17900907
-0.21101046,0.78443074,0.14005172,-0.8609334,0.7719623,-0.28299966,-0.11300727,-0.16561769,-0.70936245,0.015366798,0.014049415
0.09119267,-1.046006,0.12393663,-0.71719223,0.15691885,-0.6982858,0.24301171,-0.69332755,-0.7410007,0.019633044,-0.023284797
-0.09934018,-1.0968705,0.11051468,-0.99830556,0.50400436,0.014774131,-0.096084766,0.18328127,-0.78061527,0.12609895,-0.10449551
-0.011621013,0.5896005,-0.08730504,-0.70795417,-2.0107198,-0.7599106,-0.23731618,-0.045466732,-0.41493636,0.008213613,-0.011146348
-0.01088332,-0.07199896,0.29909015,-0.7634904,-2.1183472,-0.7574256,-0.0838059,-0.9453767,-0.9186592,-0.023320977,-0.072355516
-0.029820304,0.4108285,-2.613061,-0.7215333,-1.697861,-0.6073331,0.4758182,-1.013996,2.3309278,-0.016814288,-0.0054707774
0.10672929,0.3696293,-0.227451,-0.7176742,-0.32808676,-0.4778861,-0.10975377,-0.9347634,-0.50169873,0.0039137956,0.108337104
0.07917644,0.9683271,0.12894668,-0.92441124,0.16245015,-0.44210452,-0.05294044,-0.24662769,-0.8067981,0.012589611,-0.2046919
-0.12667052,-1.2912656,0.17426336,-0.78871924,0.4644882,-0.49331638,0.13790506,0.07807805,-0.50772357,0.05871058,0.090979524
-0.06538492,-1.228128,-0.30194256,-1.0127543,0.32793966,-0.6327571,-0.00027702248,-1.7989997,-0.37775704,-0.007758883,-0.16530181
0.05682287,0.26161355,0.24798782,-0.6257357,-0.2127997,-0.23769379,-0.08356243,0.11124529,-0.7303914,0.10048746,-0.043985758
0.08844489,-0.2921107,-3.1064847,-0.84139645,-2.31895,-0.42155683,0.044906225,-0.36695063,2.516828,0.012049631,-0.019854523
0.017140657,0.5989595,-2.1428156,-0.47562745,-0.71486455,2.5526948,0.22684216,0.5696722,1.1103226,-0.24269067,-0.088475026
-0.0047209826,-1.1313518,0.013723469,-0.69278103,0.31781608,-0.45659757,-0.03018546,-0.07703207,-0.8628912,0.020893045,-0.14399652
0.0017563708,4.6633363,-0.7388322,-0.7077762,-0.94974244,0.8842261,0.118744954,0.13873516,0.53240836,-0.11719432,0.12771451
0.16416661,-1.2387525,-0.39825115,-0.22469212,0.070174076,-0.44725436,0.32427323,-0.7963627,-0.38125798,0.005902645,-0.12674592
-0.022512447,2.0999193,0.121929765,-0.77114016,-0.16910212,-0.07570219,-0.28659552,-0.00839239,-2.54716,0.029187627,-0.7118687
0.038309492,0.7185318,0.0897641,-0.99037963,0.00017654832,-0.38066566,-0.042755514,-0.46037954,-0.7127816,0.0283402,-0.12352328
-0.011909206,-1.4610355,0.15220465,-0.75563794,-0.36112028,-0.5673845,-0.2128337,0.67908424,-0.82013386,-0.15661283,-0.018541068
0.035568304,-0.58376247,0.079018876,-0.6696419,-0.20016976,-0.26508653,-0.12595709,-0.45177126,-1.046541,-0.0070944107,-0.11580001
0.11798928,0.65231675,0.2272685,-0.92688113,-0.21480455,-0.22770697,-0.029887412,0.07734102,-0.5309665,-0.39805278,-0.09547198
0.12687609,0.027733486,1.8472741,-0.6074676,-0.1169221,-0.1863298,-0.11617318,-0.15770958,4.9419174,-0.013788679,-0.024235295
0.116650306,-0.10136862,-2.075538,-0.6914487,0.29608694,-0.39426756,0.33235383,-0.0851197,1.8142643,0.003846175,0.059995264
0.21085101,0.4924911,0.5919002,0.3418514,0.35256895,2.266426,-0.13192458,1.0997471,-0.46787503,-0.018079756,-0.017089056
-0.0317963,0.65347654,0.33033746,-0.56545776,-2.3974347,-0.86874586,-0.07081194,-0.34197754,-0.92369014,0.01982646,-0.110445276
-0.04440346,-1.1082722,0.15328677,-0.45783046,-1.940577,-0.86985964,-0.23913379,-0.44425687,-1.1082042,0.0057396316,-0.05560967
-0.23306032,-1.0087773,0.34006202,-0.7556638,0.47448537,-0.694492,0.17420207,-1.1696236,-0.9279917,-0.0062369443,-0.07200156
-0.22865424,-1.5843482,-0.35726485,-0.68971854,-0.36539862,-0.4425921,0.026855785,-0.68017584,-0.093110114,-0.018658333,-0.049993623
0.20579246,0.61904323,1.7560099,-0.04355298,0.70802706,1.541591,0.16224284,0.77805936,3.1881254,-0.0014073736,-0.131875
0.050053462,-1.1192882,-0.4589466,-0.9112471,0.3903573,-0.7249661,0.26528734,-1.0827205,-0.49856547,-0.048303645,-0.0975059
0.04780484,-0.7654053,0.0043622386,-0.7088079,-0.025263203,-0.24274199,0.01714616,-0.3271399,-0.8392026,-0.16130503,-0.02208486
0.054891936,-0.8753619,0.22165707,-0.5501056,-1.8222855,-0.9129201,-0.07168134,-0.47615692,-1.1546129,0.023667634,-0.037461434
0.07141262,-1.4540479,-0.35063434,-0.54173875,-0.1916592,-0.42921263,0.053461008,-0.6176033,-0.2180497,-0.05978814,-0.06910234
0.046592843,0.8644821,1.9365804,0.00266062,-0.13795038,1.2005284,0.003973421,0.40212616,3.103998,0.0076333676,0.044832356
-0.12654,0.5831895,0.9070517,0.63680077,-0.23291294,1.7865287,-0.048967443,1.186241,-0.3361612,-0.0041517164,-0.18354122
0.11456128,0.7749516,0.066786,-0.7369013,0.25569463,-0.5941475,-0.54973257,-0.86298984,-0.76018023,0.0044900747,-0.08646432
-0.30518207,-1.549932,-0.3688012,-0.7169927,-1.9365627,-0.8264525,-0.031170003,-0.7459885,-0.623266,-0.040875487,-0.08617275
-0.060125243,1.2693381,0.5985791,-0.54118884,1.1806465,-0.45069087,-0.11460838,-0.66908777,-0.70887166,0.015795996,0.0232259
0.11154791,-0.3457765,0.17263748,-0.6894368,-0.23489405,0.010302448,-0.09135071,0.044155374,-0.79750216,0.114528514,-0.04784439
0.062462293,-0.00047286798,-0.70821124,-0.5691734,1.0310888,1.6879438,-0.2159356,1.3055555,-0.26594755,0.09197271,-0.063944675
0.12905572,-0.65253854,0.08494364,-0.69040614,0.5957668,-0.581836,-0.21725683,0.86442375,-0.6530415,-0.23776558,-0.13046466
-0.08104432,-1.2709309,0.1391996,-0.5088924,-1.9547081,-0.9067005,-0.25241527,-0.5243013,-0.95050156,0.007973269,-0.3432415
0.029455593,-1.2712133,-0.2323223,-0.907277,-0.14054893,-0.27225775,0.13592446,-0.33272967,-0.45030877,-0.020973854,-0.114714555
0.14114216,1.1467172,0.14740047,-0.8143335,-0.10603411,0.2018263,-0.15581328,-0.66458046,-0.80067444,-0.2038248,-0.03882758
-0.00948201,0.24915461,1.086742,0.74850756,-0.8882494,2.283357,-0.09040231,1.0910138,-0.42689574,0.030445024,-0.03985298
-0.054595973,0.64154005,1.8508728,-0.58080494,-0.25804207,-0.20073414,0.25924003,-0.07292601,5.0837283,-0.014123232,-0.08861592
0.06779013,0.318865,1.5569022,-0.7454981,0.283291,-0.096786544,0.01905361,-0.14055115,4.6229544,0.032969203,0.034886558
0.043366868,-1.5070592,0.1701415,-0.8344234,-1.8998357,-0.6417068,-0.17713957,-0.083356164,-0.96244407,0.038029775,0.004241529
-0.06721033,-0.9932218,0.07158555,-0.706688,0.4402553,0.017806478,0.00052568904,-0.11987856,-0.6438874,0.08325817,0.009046414
0.04279191,-0.2627586,-0.06327818,-0.7897764,0.2596929,-0.2758227,-0.30409998,-0.18487813,-0.8122291,0.07506138,-0.0764523
0.01981421,-0.09790574,0.25887725,-0.53935957,-0.15547651,-0.66614497,-0.13592063,-1.1742775,-0.9609717,0.022906646,-0.13434847
0.063541576,-1.0002924,0.17934732,-0.608938,-1.9727743,-0.9255745,-0.11564848,-0.43102926,-0.8342683,0.029479248,0.068401344
0.00493858,-0.88541716,-0.254636,-0.9002193,0.3129618,-0.21716523,-0.12385324,0.26910865,-0.09123127,0.13567585,-0.13036968
-0.053516537,0.58900326,0.2033603,-0.73476726,0.6315196,-0.44688654,-0.038128562,0.87671906,-0.7545719,0.0946002,-0.01425902
0.028276661,-1.1075138,2.301196,-0.79429036,-1.1120479,-0.28927818,0.19937375,-0.16768709,6.1913133,-0.016724702,0.07839029
0.052560396,0.14021555,0.06465666,-0.57617146,0.5643358,-0.41853333,-0.2184521,-0.6479385,-0.88285184,-0.030039607,-0.10370762
0.09984851,-1.3606226,0.10345187,-0.8864872,-0.19130005,-0.2824612,-0.09298189,0.11248749,-0.8294463,-0.019670682,-0.018344115
0.124838725,-0.49414402,0.07395442,-0.98000735,0.014723433,-0.42346224,-0.035095185,-0.29470178,-0.89319116,0.0006562645,-0.13414852
-0.010720778,-0.5493427,-0.1542966,-0.71732485,0.44672698,-0.43745592,-0.029134968,-0.32580188,-0.34401345,-0.031143064,0.009223735
0.038620282,-1.1665858,-0.33184513,-1.0118951,-1.3178316,2.4763823,0.66605884,-0.3968571,-0.4512173,-0.08889028,-0.06068603
-0.03155083,-0.20072521,0.0605862,-0.7461185,0.18556677,-0.35620555,0.10264194,-0.04639385,-0.60093933,0.032536805,0.108914986
0.0045297956,-0.41100672,1.0774976,0.7380646,-0.98513967,2.2791965,-0.056163512,1.0139565,-0.5641941,0.030530218,0.041339196
0.092177555,-1.2894627,-0.23964198,-0.81155765,0.40802,-0.5326602,-0.07935258,-0.36298758,-0.43060225,0.009212099,-0.082102455
0.052395444,-1.340807,-0.83507067,-0.69198954,-1.4712669,0.19617324,-0.26143298,0.069442436,-0.57923794,0.10047218,-0.09085251
-0.20958374,-0.906163,-0.3127911,-0.87094104,0.43816358,-0.30869228,-0.27743626,-0.6186534,-0.51928943,0.011562373,-0.09617877
-0.08884563,-1.2442063,-0.22983184,-0.57893187,-0.040832125,-0.4774763,-0.10599154,-1.1951921,-0.2744674,0.008462821,-0.06234348
0.03239563,-0.55827814,-1.23805,-0.24961065,-1.5920688,1.3996489,0.18474306,0.43504137,-0.26297453,-0.090969585,-0.0005995199
-0.050597534,0.5796221,1.5336149,-0.50716525,0.38347784,-0.06832659,-0.05874586,-0.11508873,4.3709617,0.019791747,-0.124112755
0.18657118,-1.3887687,-0.39915386,-0.75720704,-0.11253342,-0.49002734,-0.15252668,-1.1883768,-0.70893526,0.0022561527,0.059924155
0.028817331,-1.3606191,-0.42158067,-0.8256183,-1.7087965,-0.8336418,0.071891315,-1.4109881,-0.83728623,-0.013771391,-0.30174792
-0.013230822,0.40180656,0.24520808,-0.9402149,-0.46832252,-0.49015942,-0.3335798,0.27646562,-0.7195295,0.11138889,-0.081599124
0.1240346,-0.45299014,-0.12741399,-0.8649699,0.34944108,-0.6936905,-0.12303633,-0.8809169,-0.5396066,0.012436312,0.07352443
-0.0800492,0.38114995,0.1991181,-0.45991606,-0.29921144,-0.4867894,-0.29233256,0.09173923,-0.5343062,-0.31917313,-0.151905
0.054337054,-0.8133792,0.2771381,-0.87720823,0.012297544,-0.42930353,0.08047552,-0.7476094,-0.7138637,-0.031690836,-0.13418384
0.020041296,0.70037395,0.14265132,-0.8774766,-0.11141919,-0.56247765,-0.06284438,-0.9971254,-0.7944373,-0.0032050062,-0.050798524
0.016224567,-1.32002,-0.22219583,-0.36518094,0.22120814,-0.45363382,-0.06673459,-0.2188774,-0.45636588,0.027007515,-0.09142524
0.014418109,-0.3808877,-0.9139506,-0.9281453,-2.5201535,-0.67123693,-0.08369077,-0.6333381,-0.45750484,0.0023463266,0.017353652
-0.10011484,-1.3557225,-0.00021528098,-0.9333986,0.12534465,-0.23408525,-0.11964665,0.045546416,-0.8059097,0.09906257,-0.29972383
0.08837332,-1.7743528,-0.16589886,-0.7172618,-0.20750232,-0.14632423,-0.12233643,-0.002722862,-0.753528,-0.11910849,-0.109777406
-0.0033562602,-0.4365787,-0.005784935,-0.5351271,0.013737981,-0.7244152,-0.18582258,-0.6512879,-0.71158904,0.007844486,0.019399595
0.030542746,-0.6102116,1.5892794,-0.8877614,0.20109612,-0.22402072,-0.21273349,0.37546074,4.3457575,-0.06969048,0.004674428
0.053745084,-0.82653546,-0.0632653,-0.6598644,-0.0776383,-0.57558316,-0.099522546,0.060577303,-0.48994297,0.043637875,0.11261083
0.074689075,-1.0363542,-0.15576266,-0.5501656,-0.005739757,0.003394421,0.13644694,0.324751,-0.2491133,0.17935358,-0.1605546
-0.011616346,-0.49595475,0.20747454,-1.005581,-0.23414987,-0.38139144,-0.32983553,-0.65739924,-0.9732278,-0.010912314,-0.0026313672
-0.019563919,0.81974983,-0.39051628,-0.38080406,0.4866116,-0.61061597,-0.28205606,-0.90917486,-0.32853463,0.015442881,-0.04891793
-0.368857,0.3970842,-0.1673964,-0.8784823,-0.35727435,0.025000878,-0.08391847,-0.089794464,-0.38795426,0.06763337,-0.011062602
-0.20804372,-0.08669314,-1.9992965,-0.33528483,0.40871674,-0.24950296,-0.14895879,0.18571678,1.6328913,0.028044218,-0.3011785
0.09186586,-1.7410821,0.08885138,-0.8446001,-0.0010474826,-0.2424508,-0.056299277,0.3866771,-0.77325654,-0.3242039,-0.09817217
-0.03526166,1.4934632,0.28695533,-0.8858076,-0.111361496,-0.27697307,-0.03542617,-0.17398098,-0.64103425,0.005428967,-0.1675713
0.05811824,-0.09633051,-0.14434648,-0.82772934,-0.035611138,-0.24714623,0.035471123,-0.13559888,-0.15648605,-0.004909967,0.04059446
-0.16256598,-0.82174367,0.15828453,-0.8388451,0.59220266,-0.43100768,-0.1452991,-0.09313196,-0.80488604,0.019646998,-0.18060075
